category,text
sport,england - france england suffered eighth defeat tests scrum-half dimitri yachvili booted france victory twickenham. two converted tries olly barkley josh lewsey helped world champions - half-time lead. charlie hodgson barkley missed six penalties yachvili landed six france put visitors front. england could game three minutes left hodgson pushed easy drop goal opportunity wide. dismal defeat england coming hard heels opening six nations loss wales. put game well beyond france reach remarkably remained scoreless entire second half. scrappy opening quarter saw sides betray lack confidence engendered poor opening displays wales scotland respectively. hodgson early opportunity settle english nerves pushed straightforward penalty attempt wide. probing kick france centre damien traille saw mark cueto penalised holding ball tackle yachvili giving france lead kick wide out. france twice turned england ball breakdown early home side struggled generate forward momentum one ben kay charge apart. spell tit-for-tat kicking emphasised caution sides england refused possible three points kick penalty corner botch subsequent line-out. england made breakthrough minutes faltering move back scrum led opening try. jamie noon took short pass barkley ran good angle plough yann delaigue flimsy tackle sending centre partner score posts. hodgson converted added penalty one several french infringements floor - lead. fly-half failed dispense punishment though scuffed attempt france full-back pepito elhorga scragged lewsey threw ball touch. barkley also missed two longer-range efforts first half drew close england scored second converted try. series phases lock danny grewcock ran hard french defence off-loaded sylvain marconnet tackle lewsey. industrious wing cut back angle handed hooker sebastien bruno sprint over. dire opening second half france threw three forward replacements attempt rectify situation wing jimmy marlu already departed injured. yachvili nibbled away lead third penalty minutes. lewis moody twice penalised handling ruck straying offside scrum-half unerring left boot cut deficit two points. barkley missed third long-range effort increase tension. seeing another attempt drop short yachvili put france ahead sixth penalty minutes left. england sent ben cohen matt dawson barkley kick saw christophe dominici take ball line stage set victory platform. even poor scrummage hodgson chance seal victory pushed drop-goal attempt wide. england threw everything french final frantic moments visitors held first win twickenham since . j robinson (capt); cueto j noon barkley j lewsey; c hodgson h ellis; g rowntree thompson p vickery; grewcock b kay; j worsley l moody corry. titterrell sheridan borthwick hazell dawson h paul b cohen. p elhorga; c dominici b liebenberg traille j marlu; delaigue yachvili; marconnet bruno n mas; f pelous (capt) j thion betsen j bonnaire chabal. w servat j milloud g lamboley nyanga p mignoni f michalak j-p grandclaude. paddy brien (new zealand)
sport,benitez issues warning gerrard liverpool manager rafael benitez ordered captain steven gerrard play champions league ambitions positive. gerrard told bbc liverpool unlikely win trophy year. benitez responded: spoke steven said future better think win champions league. said: need winners everyone thinking winning. always want win. benitez added: lose think solutions. think winning next game know draw be. win next game maybe draw side strong side injuries suspensions. benitez hoping win first trophy since arriving liverpool valencia play chelsea carling cup sunday cardiff.
business,korean lender faces liquidation creditors south korea top credit card firm said put company liquidation ex-parent firm fails back bail-out. lg card creditors given lg group wednesday sign $.bn rescue package. firm avoided bankruptcy thanks $.bn bail-out january gave control creditors. lg group said package reflect firm new ownership accept unfair burden. least seven million people south korea use lg card plastic purchases. lg card creditors threatened parent group lg group penalties fails respond demands. creditors would seek strong financial sanctions lg group lg card liquidated said yoo ji-chang governor korean development bank (kdb) one card firm major creditors. lg group said providing help credit card issuer could hurt corporate credibility could spark shareholder lawsuits. says wants fair reasonable guidelines splitting financial burden creditors .% lg card. creditors asked government mediate avoid risk stability financial markets kdb said. analysts believe compromise likely. lg group knows impact consumer demand national economy liquidation lg card said kim yungmin equity strategist dongwon investment trust management. lg card almost collapsed due increase overdue credit card bills bursting credit bubble. firm returned profit september needs capital injection avoid delisted korea stock exchange. exchange delist company debt exceeds assets two years running. lg card creditors fear move would triggered massive debt redemption requests could bankrupt firm owes $.bn. eventually lg group participate stalling try earn better concessions said mr kim.
tech,mac mini heralds mini revolution mac mini launched amid much fanfare apple great excitement apple watchers last month. latest macintosh justify hype let us get things dealt outset yes mac mini really really small yes another piece inspired apple design. said computer size design worth highlighting mac mini computer. inside small box g processor cd/dvd player hard drive technical bits bobs operating system. dvd burner wireless bluetooth technologies bought extra cost. monitor keyboard mouse need purchase also. fastest computer money £ getting something interesting mere technical specifications apple software. mac mini comes bundled mac os x operating system well ilife suite software includes itunes web browser safari iphoto garage band idvd. doubt many pc lovers would seriously argue windows xp comes better suite programs mac os x. course users open source operating system linux draw menu programs. people want interesting things music photos home movies mac mini ideal first computer companion main computer. good little machine reasonable amount power perfect average computer user wants leave tyranny window viruses said mark sparrow technical reviews editor mac format magazine. added: essence laptop biscuit tin minus screen keyboard. software bundle comes mini makes average budget pc look bit sick. relatively low price machine also encouraged technically-savvy experiment macs. one user already created dock enable plug mac mini car. small size machine makes practical solution in-car entertainment playing movies music well navigation. another user mounted mac mini back large plasma screen controls computer via wireless keyboard mouse. first announced pundits thought mini designed sort stealth media centre ie machine would used serve tv programmes music films photos partly due small living room friendly design. obvious reasons case least hard drive gb larger model small realistically used media centre. commercial personal video recorders market smaller gb hard drives worth remembering store tv content. media centre computer store music files photos gb seems small. pcs running windows media center least gb hard disks. coupled lack tv tuner card digital audio kind media centre software bundled machine mac mini judged not. stopped enterprising users adapting mac mini media centre uses. mac mini another computer revolution computing graham barlow editor mac format understandably rather partisan viewpoint. mac excited revolutionary size (smaller pcs) looks (looks better pcs) fact first mac designed really go low-cost pc market. design mac mini evidence future pcs bland bulky boxes. number companies already produce miniature pcs based mini-itx motherboards. moment pcs tend either home-build enthusiast expensive pre-built options based around microsoft media center software. value mac mini offers bringing best software packages within reach consumers ever apple congratulated. let us say mac mini fully fledged revolution mini revolution.
business,slowdown hits us factory growth us industrial production increased st month row february slower pace january official figures show. institute supply management (ism) index fell . february adjusted . january. although index lower january fact held shows continued growth sector. february another good month manufacturing sector said ism survey chairman norbert ore. overall rate growth slowing overall picture improving price increases shortages becoming less problem. exports imports remain strong said. analysts expected february figure stronger january come . manufacturing sectors surveyed ism reported growth. included textiles apparel tobacco chemicals transportation sectors. ism index national manufacturing activity compiled responses purchasing executives industrial companies.
politics,whitehall shredding increasing tories civil servants drastically stepped shredding official documents figures compiled tories suggest. government departments doubled number documents shredded ahead freedom information act implementation january. departments defence environment trade increased file destruction said following rules governing public records. tories want information commissioner investigate. freedom information act first time give members public access government records previously kept secret years. bbc political correspondent james hardy said prospect outsiders poking noses inner workings whitehall appeared causing jitters among mandarins. liberal democrat alan beith chairs select committee monitors department constitutional affairs said claims true whitehall acting entirely spirit new act information commissioner select committee keep issue close scrutiny. fellow lib dem norman baker said episode painted unflattering picture inner workings government clear government initial enthusiasm open government turned self-serving cynicism. dr julian lewis conservative spokesman cabinet office said discovered huge acceleration shredding series parliamentary answers. department work pensions destroyed nearly files last year four years ago act passed. number files destroyed ministry defence departments environment food rural affairs trade industry also risen dramatically. dr lewis called investigation information commissioner richard thomas. earlier week mr thomas said looking cabinet office orders telling staff delete e-mails three months old. said totally condemned deletion e-mails prevent disclosure freedom information laws coming force january. government guidance said e-mails deleted served current purpose mr thomas said. cabinet office spokeswoman said move new laws destruction important records freedom information act cover england wales northern ireland next year. similar measures brought time scotland. provides public right access information held public bodies subject various exemptions.
sport,sa return mauritius top seeds south africa return scene one embarrassing failures face seychelles cosafa cup next month. last year bafana bafana humbled first minnows mauritius beat - curepipe. coach stuart baxter squad return curepipe face seychelles first game new-look regional competition. format event changed year entry seychelles taken number participants . teams divided three group four play knock-out matches successive days determine group champions. mauritius host first group opponents madagascar seychelles south africa. bafana bafana play seychelles mauritius take madagascar double-header february. two winners return new george v stadium next day victor group decider advances august final mini-tournament. second group hosted namibia april. comprises zimbabwe botswana mozambique hosts. june former champions zambia host lesotho malawi swaziland third group lusaka. three group winners join title holders angola last mini-tournaments august winners crowned. seychelles v south africa mauritius v madagascar winners meet final match mozambique v zimbabwe namibia v botswana winners meet final match lesotho v malawi zambia v swaziland winners meet final match
politics,lib dems target stamp duty liberal democrats promising raise stamp duty threshold win general election bid court first-time house buyers. vince cable party treasury spokesman said raising threshold £ would prevent home-buyers paying tax. said first-time buyers squeezed housing market. labour party said liberal democrats needed explain would pay plan. plan forms part wider lib dems policy encourage first time buyers lower incomes market. proposals average saving new buyer would £ according mr cable. first time buyers squeezed housing market higher house prices also swept stamp duty net said. failing uprate stamp duty threshold gordon brown hit first time buyers low incomes hardest. pledging increase threshold £ liberal democrats make possible many first time buyers buy property without facing tax. paul boateng mp labour chief secretary treasury said: lib dems sums add up. credibility say would fund ever growing list tax spending commitments. mr cable publish alternative budget monday.
tech,lasers help bridge network gaps indian telecommunications firm turned lasers help overcome problems setting voice data networks country. tata teleservices using lasers make link customers offices core network. laser bridges work across distances km set much faster cable connections. months lasers helped firm set networks locations. particular geography getting permission dig ground lay pipes bit task said mr r. sridharan vice president networks tata. heavy traffic layout ground mean digging uniquely difficult said. locations said permission dig roads lay cables impossible get. said far easier secure permission putting networking hardware roofs. led chennai-based tata turn equipment uses lasers make final mile leap tata core network premises customers. lightpointe laser bridges work distances km used route voice data businesses backbone network. hardware works pairs beam data air form laser pulses. laser bridges route data speeds .gbps ( times faster kbps broadband connection) tata running hardware modest speeds -mbps. lasers also ideal india climate. particularly suitable rain rate little low hardly ever foggy said. places rain heavy fog common laser links struggle maintain good connection speeds. laser links also take far less time set get working said mr sridharan. get permissions normal time period set hours said. contrast said digging roads laying cables take weeks months. speed set helped tata aggressive expansion plans. months ago firm customers towns cities. end march firm hopes reach . speed important pace competition said mr sridharan.
business,news corp eyes video games market news corp media company controlled australian billionaire rupert murdoch eyeing move video games market. according financial times chief operating officer peter chernin said news corp kicking tires pretty much video games companies santa monica-based activison said one firm takeover list. video games big business paper quoted mr chernin saying. would like get success products sony playstation microsoft x-box nintendo game cube boosted demand video games. days arcade classics space invaders pac-man donkey kong long gone. today games often budgets big enough feature films look give gamers real experience possible. price tags reflecting heavy investment development companies video games proving almost profitable fun. mr chernin however told ft news corp finding difficult identify suitable target. struggling gap companies like electronic arts comes high price tag next tier companies explained conference phoenix arizona. may focused one two product lines.
sport,scotland - italy six chris paterson penalties gave scotland victory dour clinical encounter italy murrayfield. coach matt williams side outmuscled outplayed tense first half led - break. paterson slotted four second-half penalties scotland denied try wing sean lamont touchdown ruled forward pass. late andrea masi try small consolation italy chasing first away win six nations. scotland came top early exchanges took quick - lead boot full-back paterson. powerful azzurri pack eventually rumbled life. series drives scottish territory set penalty attempt missed full-back roland de marigny wayward drop-goal effort luciano orquera. scotland defended initial thrusts minutes italy coming yards short line equalised de marigny penalty. italy offered another penalty scottish flanker simon taylor offside left-footed de marigny pushed kick wide. scotland finally made rare foray italian half snatched three points paterson italian forward handled ball ruck. half wore sides squandered promising spells momentum sloppy penalties period fizzled scotland numerically psychologically top. italy de marigny narrowly missed chance level scores shortly break long-range kick shaved right upright. scotland capitalised third paterson penalty minutes. williams side seemed found spark somewhere couple probing attacks paterson able slot another three points widen gap. pendulum possession swinging towards scotland lamont thought wriggled left corner minutes play recalled marginal forward pass paterson. another paterson penalty minutes kept pressure wilting visitors. john kirwan men last laugh gordon ross attempted clearance charged masi pounced try converted de marigny. c paterson; webster craig h southwell lamont; parks c cusiter; smith g bulloch (capt) g kerr; grimes murray; taylor j petrie hogg. r russell b douglas n hines j dunbar blair g ross b hinshelwood. r de marigny; mirco bergamasco c stoica masi l nitoglia; l orquera troncon; lo cicero f ongaro castrogiovanni; dellape bortolami (capt); persico dal maso parisse. g intoppa perugini ca del fava orlando p griffen r pedrazzi kp robertson.
entertainment,levy tipped whitbread prize novelist andrea levy favourite win main whitbread prize book year award winning novel year book small island. book already orange prize fiction / favourite £ whitbread. second favourite biography mary queen scots john guy. panel judges including sir trevor mcdonald actor hugh grant writer joanne harris decide overall winner tuesday. five writers line award respective categories first novel novel biography poetry children book january. small island levy fourth novel set post-war london centres landlady lodgers. one jamaican joined british troops fight hitler finds life difficult uniform settles uk. could didactic preachy prospect turns hilarious moving humane eye-popping. hard think anybody enjoying wrote judges. judges called guy heart own: life mary queen scots impressive readable piece scholarship cannot fail leave reader moved intrigued tragic likeable queens guy published many histories including one tudor england. fellow clare college cambridge became honorary research professor university st andrews . contenders include susan fletcher eve green first novel prize. fletcher recently graduated university east anglia creative writing course. fourth book running corpus michael symmons roberts fourth collection poems. well writing poetry symmons roberts also makes documentary films. geraldine mccaughrean final contender children fiction category third time end world. mccaughrean went magazine publishing studying teaching previously category little lower angels gold dust.
business,peugeot deal boosts mitsubishi struggling japanese car maker mitsubishi motors struck deal supply french car maker peugeot sports utility vehicles (suv). two firms signed memorandum understanding say expect seal final agreement spring . alliance comes badly-needed boost loss-making mitsubishi several profit warnings poor sales. suvs built japan using peugeot diesel engines sold mainly european market. falling sales left mitsubishi motors underused capacity production deal peugeot gives chance utilise it. january mitsubishi motors issued third profits warning nine months cut sales forecasts year march . sales slid % past year catalysed revelation company systematically hiding records faults secretly repairing vehicles. result japanese car maker sought series financial bailouts. last month said looking bn yen ($.bn; £.bn) fresh financial backing half companies mitsubishi group. us-german carmaker daimlerchrylser % shareholder mitsubishi motors decided april pump money. deal peugeot celebrated mitsubishi newly-appointed chief executive takashi nishioka took three top bosses stood last month shoulder responsibility firm troubles. mitsubishi motors forecast net loss bn yen current financial year march . last month signed production agreement japanese rival nissan motor supply small cars sale japan. making cars nissan since .
politics,hunt ban support decline support ban hunting fallen past six years poll suggests. less half uk wants ban compared almost two-thirds mori survey adults bbc one countryfile programme suggests. number opposed ban remains constant neither supporting opposing increased %. city-dwellers support ban rural people evenly split supporters opponents undecided. polling company mori carried surveys. july asked adults supported ban mail sunday. countryfile asked adults across country question. mail sunday survey found % supported hunting ban compared % against. countryfile survey % said supported legislation % against. programme makers suggest british public becoming increasingly neutral issue around one quarter said neither support oppose ban.
tech,broadband challenges tv viewing number europeans broadband exploded past months web eating tv viewing habits research suggests. million people hooked net via broadband million year ago according market analysts nielsen/netratings. total number people online europe broken million mark. popularity net meant many turning away tv say analysts jupiter research. found quarter web users said spent less time watching tv favour net report nielsen/netratings found number people fast internet access risen % past year. biggest jump italy rose %. britain close behind broadband users almost doubling year. growth fuelled lower prices wider choice always-on fast-net subscription plans. twelve months ago high speed internet users made one third audience europe; % expect number keep growing said gabrielle prior nielsen/netratings analyst. number high-speed surfers grows websites need adapt update enhance content retain visitors encourage new ones. total number europeans online rose % million past year report showed biggest rise france italy britain germany. ability browse web pages high speed download files music films play online games changing people spare time. study analysts jupiter research suggested broadband challenging television viewing habits. homes broadband % said spending less time watching tv. threat tv greatest countries broadband particular uk france spain said report. said tv companies faced major long-term threat next five years broadband predicted grow % % households . year-on-year continuing see seismic shift europe population consume media information entertainment big implications tv newspaper radio said jupiter research analyst olivier beauvillian.
business,weak data buffets french economy batch downbeat government data cast doubt french economy future prospects. official figures showed friday unemployment unchanged .% last month consumer confidence fell unexpectedly october. time finance minister nicolas sarkozy warned high oil prices posed threat french growth. [oil prices] weigh consumer spending short term potentially confidence said. world oil prices risen % since start year production struggles keep pace soaring demand. analysts said french companies keen protect profit margins time rising energy costs reluctant take extra staff. [the unemployment figures] show main problem french economy: growth without improvement employment said marc touati economist natexis banques populaires. politicians must guts solve structural unemployment thorough reforms otherwise five ten years late. obligatory employer contributions worker welfare programmes mean costs hire staff france many european economies. many economists urged government stimulate employment reducing non-wage payroll costs scrapping restrictions working hours. french statistics agency insee expects economy grow .% year buoyed strong consumer spending business investment. projected eurozone average %.
sport,collins calls chambers return world champion kim collins says suspended sprinter dwain chambers allowed compete olympics again. chambers banned two years testing positive anabolic steroid thg suspension runs november year. collins says british olympic association reverse decision ban olympics life. harsh collins told radio five live. reconsider. chambers america learning american football ruled return track. collins added: great guy never problems him. friends. would like see dwain come back compete again. good person. even though made mistake understands given chance more.
business,nasdaq planning $m-share sale owner technology-dominated nasdaq stock index plans sell shares public list market operates. according registration document filed securities exchange commission nasdaq stock market plans raise $m (£m) sale. observers see another step closer full public listing. however nasdaq icon technology boom recently poured cold water suggestions. company first sold shares private placements . technically went public stock started trading otc bulletin board lists equities trade occasionally. nasdaq make money sale investors bought shares private placings filing documents said. nasdaq made shares technology firms companies high growth potential. potent symbol internet telecoms boom nose-diving bubble burst. recovery fortunes tech giants intel dot.com survivors amazon helped revive fortunes.
politics,labour constituency race row labour choice white candidate one uk multi-racial seats proves need all-black short lists says race group. local councillor lyn brown selected west ham east london contest two white five ethnic minority women. operation black vote spokesman said wanted meet labour party chairman ian mccartney discussions. mr mccartney recently announced party consultation all-black shortlists. however labour far unable unable comment implications west ham result. ashok vishwanathan operation black vote aims increase ethnic minorities participation political process representation said result showed all-women shortlists effective getting minority women selected. think all-black shortlists way cut chase address lack minority candidates mr vishwanathan said. last month chairman commission racial equality (cre) also called ethnic minority shortlists certain circumstances. cre spokesman said organisation nothing add shortlist issue specifically would working political parties address under-representation ethnic minorities parliament. raising party leaders formal basis helping find appropriate way forward spokesman said. ethnic minorities make % united kingdom population % mps visible minority group. twelve represent labour one liberal democrat. ethnic minorities represented house commons proportion numbers population would ethnic minority mps.
business,mg rover china tie-up delayed mg rover proposed tie-up china top carmaker delayed due concerns chinese regulators according financial times. paper said chinese officials irritated rover disclosure talks shanghai automotive industry corp october. proposed deal seen crucial safeguarding future rover longbridge plant west midlands. however growing fears deal could result job losses. observer reported sunday nearly half workforce longbridge could threat deal goes ahead. shanghai automotive proposed £bn investment rover awaiting approval owner shanghai city government national development reform commission oversees foreign investment chinese firms. according ft regulator annoyed rover decision talk publicly deal intense speculation ensued mean rover future. result hopes approval deal may fast-tracked disappeared paper said. continued speculation viability rover longbridge plant falling sales unfashionable models. according observer jobs total workforce could lost deal goes ahead. paper said chinese officials believe cutbacks required keep mg rover costs line revenues. also said production new models joint venture would take least eighteen months. neither rover shanghai automotive commented reports.
business,ask jeeves tips online ad revival ask jeeves become third leading online search firm week thank revival internet advertising improving fortunes. firm revenue nearly tripled fourth quarter exceeding $m (£m). ask jeeves among best-known names web relatively modest player. $m profit quarter dwarfed $m announced rival google earlier week. quarter yahoo earned $m tipping resurgence online advertising. trend taken hold relatively quickly. late last year marketing company doubleclick one leading providers online advertising warned business would put sale. thursday announced sharp turnaround brought unexpected increase profits. neither ask jeeves doubleclick thrilled investors profit news however. cases shares fell %. analysts attributed falls excessive expectations quarters fuelled dramatic outperformance google tuesday.
sport,preview: ireland v england (sun) lansdowne road dublin sunday february gmt bbc radio lw website ireland going first grand slam since two opening wins england represent sternest test championship far. england sloppy leaderless defeats wales france another loss would unthinkable. pressure coach andy robinson side deliver. despite england dramatic dip form since world cup final lost eight last matches ireland coach eddie sullivan says side underestimate visitors. kicked points would beaten france would created different landscape sunday said. england talking about. depth talent good record ireland. target victory dublin turning point six nations. differences sides also highlighted team selections dublin encounter. ireland despite gordon arcy still injured boosted return star skipper brian driscoll missed scotland game hamstring injury. knowledge england game coming really helped rehabilitation said. play game enormous. get much bigger england home. well entering tournament without players like jonny wilkinson mike tindall richard hill england lost two tighthead props julian white phil vickery blind-side flanker lewis moody major concern. robinson received lot flak inclusion dropping centre mathew tait kept faith kicking fly-half charlie hodgson despite horror show twickenham. england slump dublin worst run results championship since . robinson bullish week game saying side going get faces identified line-out tackle area key england chances. despite recent results skipper jason robinson believes nothing wrong mood camp. lack confidence team said sale full-back. good week training looking forward challenge. still believe team. know get game right win games. g murphy; g dempsey b driscoll horgan hickie; r gara p stringer; r corrigan byrne j hayes; kelly p connell; easterby j connor foley. f sheahan horan callaghan e miller g easterby humphreys k maggs. j robinson (capt); cueto j noon barkley j lewsey; c hodgson h ellis; g rowntree thompson stevens; grewcock b kay; j worsley l moody corry. titterrell bell borthwick hazell dawson goode smith.
entertainment,tv station refuses adoption show tv station us refused show controversial new series adopted children try pick birth father win cash prize. wraz-tv fox affiliate north carolina one stations refuse monday show. daddy promises $ (£ ) contestant correctly identifies father. met protests national council adoption said exploits sensitive emotions. exploits sensitive emotions adoption said thomas atwood president national council adoption. trivialises them. adoption personal meaningful experience commercialised like this. pre-taped programme contestant presented eight men may may natural father. picks correct man line-up contestant wins jackpot prize us$ (£ ). however picks wrong man impostor takes money. fox producers defended show saying positive experience made six specials though one episode far broadcast. special thoroughly vetted standards practices department ensure appropriate broadcast said fox spokesman. however network affiliate feels programming may inappropriate individual market right pre-empt schedule. wraz-tv instead chose air independently-produced film roots branches... personal reflections adoption documentary families adopted children. think adoption game show said tommy schenck wraz-tv general manager though said decision influenced public protests.
tech,uk net users leading tv downloads british tv viewers lead trend illegally downloading us shows net according research. new episodes desperate housewives six feet appear web hours shown us said report. web tracking company envisional said % downloaders within uk downloads tv programmes increased % last year. % using file-sharing program bittorrent firm said. easy download pirate tv show programme vcr said ben coppin envisional. typical episode downloaded people globally said report estimated within uk. fans many popular us tv programmes like usually wait weeks months latest series shown uk. cases said report people able watch new episodes britain us audiences west coast country. missing television show presents little problem anyone basic knowledge internet explained mr coppin. two clicks favourite programme downloading. effect internet global video recorder. exact figures difficult pin thought people uk download tv programmes. may want odd episode others downloading regularly. many broadcast analysts agree net radically altering way people get content like tv programmes. presents challenge broadcasters concerned channel schedules may become less important people. also concern advertisements usually cut downloaded programmes. industry coined term time-shifting describe trend able watch want want. increased popularity personal digital video recorders tivo-type boxes automatically record programmes like sky+ also contributed trend. also numerous programs available net automatically search store tv programmes viewers effectively creating personal video recorder computer. within half hour recorded episodes uploaded posted onto file-sharing networks download sites. tend shorter full-length films processed digitised quickly. people high-speed broadband connections uk also means episodes downloaded quickly. according jupiter research % homes broadband say helps pick choose programmes want see friends recommended. envisional reports said tv industry consider offering legal way download shows. bbc ran trial calls interactive media player (imp) last year based peer-to-peer distribution model. let people download programmes held rights eight days already aired. looking expansive trial later year. bbc already allows radio fans hear programmes missed online week broadcast. six million people uk fast always-on net connection via cable phone lines.
politics,boothroyd calls lords speaker betty boothroyd said house lords needs speaker peers lead way reforming upper chamber. baroness boothroyd first woman commons speaker said believed tony blair initiated reforms without clear outcome mind. take care make best told bbc breakfast frost. labour removed lords hereditary peers. billed first stage reform institution. lord chancellor hinted reforms could unveiled next labour manifesto. think need look carefully relationship lords commons lord falconer told bbc breakfast frost. interacts commons important issue. need address issue manifesto wait manifesto comes. lord chancellor currently role house lords speaker. also head judiciary member cabinet constitutional affairs secretary. lady boothroyd said believed unacceptable lord chancellor role speaker. would really like see speaker house lords said. go idea somebody lord chancellor head judiciary senior cabinet minister speaker lords. want somebody going look house job there.
tech,podcasts mark rise diy radio apple ipod digital music players hold anything songs lot space fill. ipod owners filling space audio content created unpredictable assortment producers. called podcasting strongest proponent former mtv host vj (video jockey) adam curry. podcasting takes name apple ipod although need ipod create one listen podcast. podcast basically internet-based radio show podcasters create usually comfort home. need microphone pc editing software. upload shows internet others download listen free. using technology based xml computer code rss really simple syndication listeners subscribe podcasts collected automatically bit software mr curry pioneered. latest mp files shows picked music playing device automatically. mr curry records hosts edits produce daily minute podcast called daily source code. wants make podcasting next big thing says extension childhood love radio gadgetry. always technologies wires explains. parents gave radio shack project kit allows build transmitter subsequently fm transmitter. mom drive around block see far would reach car radio. mr curry american grew netherlands hosted illegal pirate radio shows dutch capital. tried university us ended back holland hosted music video show. spent next seven years new york worked mtv hosting top video countdown spent hours tinkering new thing called internet. certain point driving friday afternoon beautiful blue sky one beautiful days thinking stupid. know going top countdown take cheque go home sit internet three morning. finished show quit. said air great seven years point something internet got go find see later. mr curry technology broadcast interests started gel couple years ago computer storage growing exponentially high-speed internet connections becoming widely available. mp format also meant people could create upload audio cheaply efficiently ever before. importantly mr curry says people across globe bored radio hearing. listen % radio hear today radio voices fake fake. wanted make easier people find real voices internet. wanted software would automatically download new audio content directly onto players like ipods. mr curry computer programmer asked others create one him. one tried write one himself. finished months ago says totally sucked. put net open source software dozens coders audio junkies refining it; result work progress called ipodder doug kaye california-based podcaster praises former mtv vj done. adam created simple script solved call last mile problem. ipodder takes audio web brings way mp player explains. people wake morning pick ipods go work go exercise discover new content automatically put onto players. created explosion podcasting content podcasters springing australia finland brazil even malaysia. one couple broadcasts dawn drew show wisconsin us sometimes even comfort bed. topics range comfort bed latest films music thousands listeners. already websites springing point listeners right direction good podcasts. chris mcintyre runs podcast alley says good sites everyone technological know-how simply listen. tell mom mother-in-law copy xml rss file podcast aggregator would think speaking foreign language mr mcintyre says. along technical challenges may legal challenges podcasters air favourite albeit copyrighted music. podcasting also worry much attention may turn see anti-radio something like conventional broadcasting. already interest podcasting corporate world. heineken podcast playboy. part adam curry pressing ahead vision podcasting be. loves daily source code introducing good music cool ideas new audiences. even called ed sullivan johnny carson podcasting says badge wear great honour. johnny carson ed sullivan anything wonderful. know need hell lot talent. nice ears open let people shine. good me. clark boyd technology correspondent world bbc world service wgbh-boston co-production.
business,india reliance family feud heats ongoing public spat two heirs india biggest conglomerate reliance group spilled board meeting leading company within group. anil ambani vice-chairman india petrochemicals limited (ipcl) stayed away gathering senior managers thursday. move follows decision earlier month anil younger brother reliance group president mukesh ambani resign post. resignation accepted brother also boss ipcl. ipcl board met mumbai discuss company results october-to-december quarter. understood board also considered anil resignation asked reconsider decision. however anil demand anand jain another ipcl board member accused anil creating rift ambani family thrown met. anil accused anand jain confidant brother mukesh playing negative role ambani family responsible trouble brothers. wednesday board reliance energy another reliance group company reaffirmed faith anil company chief. reliance group acquired government % stake ipcl india second-largest petrochemicals company part privatisation drive. meanwhile group flagship company reliance industries board meeting friday consider financial results. mukesh company chairman anil deputy expected brothers come face face meeting. ambani family controls % group worth $bn (£.bn; bn indian rupees). founded father dhiru bhai ambani died two years ago.
sport,fuming robinson blasts officials england coach andy robinson insisted livid side denied two tries sunday - six nations loss ireland dublin. mark cueto first-half effort ruled offside referee spurned tv replays england crashed dying minutes. [i m] absolutely spitting. livid. two tries cost robinson told bbc sport. got go back technology. know t. south african referee jonathan kaplan ruled cueto ahead charlie hodgson fly-half hoisted cross-field kick sale wing gather. kaplan declined chance consult fourth official josh lewsey took ball irish line pile bodies could game-winning try. think mark cueto scored perfectly legal try think gone video referee josh lewsey said robinson. use technology. used. still trying work cueto try. looked looked tries. disappointed hurt doubt that. upset referee charge called way got able cope that. everything could done win game. proud players couple decisions could famous victory. thought dominated. matt stevens awesome game tighthead prop likes charlie hodgson martin corry lewis moody came well. josh lewsey awesome every one forwards stood there. given pressure credit must go players. done everything win game rugby ireland good side. defended magnificently got every chance winning six nations. england lost first three matches year six nations four six games since robinson took sir clive woodward september.
business,monsanto fined $.m bribery us agrochemical giant monsanto agreed pay $.m (£ ) fine bribing indonesian official. monsanto admitted one employees paid senior official two years ago bid avoid environmental impact studies conducted cotton. addition penalty monsanto also agreed three years close monitoring business practices american authorities. said accepted full responsibility called improper activities. former senior manager monsanto directed indonesian consulting firm give $ bribe high-level official indonesia environment ministry . manager told company disguise invoice bribe consulting fees monsanto facing stiff opposition activists farmers campaigning plans introduce genetically-modified cotton indonesia. despite bribe official authorise waiving environmental study requirement. monsanto also admitted paying bribes number high-ranking officials . chemicals-and-crops firm said became aware irregularities jakarta-based subsidiary launched internal investigation informing us department justice securities exchange commission (sec). monsanto faced criminal civil charges department justice sec. companies cannot bribe way favourable treatment foreign officials said christopher wray assistant us attorney general. monsanto agreed pay $m department justice adopt internal compliance measures co-operate continuing civil criminal investigations. also paying $ sec settle bribe charge related violations. monsanto said accepted full responsibility employees actions adding taken remedial actions address activities indonesia fully co-operative throughout investigative process.
entertainment,poppins musical gets flying start stage adaptation children film mary poppins opening night london west end. sir cameron mackintosh lavish production cost £m bring stage given -minute standing ovation. lead actress laura michelle kelly soared heads audience holding nanny trademark umbrella. technical hitches prevented mary poppins flight auditorium preview performances. number celebrities turned musical premiere including actress barbara windsor comic graham norton sir richard attenborough. show director richard eyre issued warning earlier week show unsuitable children seven under-threes barred. mary poppins originally created author pamela travers said cried saw disney film starring julie andrews. travers intended story lot darker perennial family favourite. theatre impresario sir cameron mackintosh said hopes musical blend sweet-natured film original book.
